-5.0000000e-01  0.0000000e+00  0.0000000e+00
-4.9902344e-01  0.0000000e+00  0.0000000e+00
-4.9804688e-01  0.0000000e+00  0.0000000e+00
-4.9707031e-01  0.0000000e+00  0.0000000e+00
-4.9609375e-01  0.0000000e+00  0.0000000e+00
-4.9511719e-01  0.0000000e+00  0.0000000e+00
-4.9414062e-01  0.0000000e+00  0.0000000e+00
-4.9316406e-01  0.0000000e+00  0.0000000e+00
-4.9218750e-01  0.0000000e+00  0.0000000e+00
-4.9121094e-01  0.0000000e+00  0.0000000e+00
-4.9023438e-01  0.0000000e+00  0.0000000e+00
-4.8925781e-01  0.0000000e+00  0.0000000e+00
-4.8828125e-01  0.0000000e+00  0.0000000e+00
-4.8730469e-01  0.0000000e+00  0.0000000e+00
-4.8632812e-01  0.0000000e+00  0.0000000e+00
-4.8535156e-01  0.0000000e+00  0.0000000e+00
-4.8437500e-01  0.0000000e+00  0.0000000e+00
-4.8339844e-01  0.0000000e+00  0.0000000e+00
-4.8242188e-01  0.0000000e+00  0.0000000e+00
-4.8144531e-01  0.0000000e+00  0.0000000e+00
-4.8046875e-01  0.0000000e+00  0.0000000e+00
-4.7949219e-01  0.0000000e+00  0.0000000e+00
-4.7851562e-01  0.0000000e+00  0.0000000e+00
-4.7753906e-01  0.0000000e+00  0.0000000e+00
-4.7656250e-01  0.0000000e+00  0.0000000e+00
-4.7558594e-01  0.0000000e+00  0.0000000e+00
-4.7460938e-01  0.0000000e+00  0.0000000e+00
-4.7363281e-01  0.0000000e+00  0.0000000e+00
-4.7265625e-01  0.0000000e+00  0.0000000e+00
-4.7167969e-01  0.0000000e+00  0.0000000e+00
-4.7070312e-01  0.0000000e+00  0.0000000e+00
-4.6972656e-01  0.0000000e+00  0.0000000e+00
-4.6875000e-01  0.0000000e+00  0.0000000e+00
-4.6777344e-01  0.0000000e+00  0.0000000e+00
-4.6679688e-01  0.0000000e+00  0.0000000e+00
-4.6582031e-01  0.0000000e+00  0.0000000e+00
-4.6484375e-01  0.0000000e+00  0.0000000e+00
-4.6386719e-01  0.0000000e+00  0.0000000e+00
-4.6289062e-01  0.0000000e+00  0.0000000e+00
-4.6191406e-01  0.0000000e+00  0.0000000e+00
-4.6093750e-01  0.0000000e+00  0.0000000e+00
-4.5996094e-01  0.0000000e+00  0.0000000e+00
-4.5898438e-01  0.0000000e+00  0.0000000e+00
-4.5800781e-01  0.0000000e+00  0.0000000e+00
-4.5703125e-01  0.0000000e+00  0.0000000e+00
-4.5605469e-01  0.0000000e+00  0.0000000e+00
-4.5507812e-01  0.0000000e+00  0.0000000e+00
-4.5410156e-01  0.0000000e+00  0.0000000e+00
-4.5312500e-01  0.0000000e+00  0.0000000e+00
-4.5214844e-01  0.0000000e+00  0.0000000e+00
-4.5117188e-01  0.0000000e+00  0.0000000e+00
-4.5019531e-01  0.0000000e+00  0.0000000e+00
-4.4921875e-01  0.0000000e+00  0.0000000e+00
-4.4824219e-01  0.0000000e+00  0.0000000e+00
-4.4726562e-01  0.0000000e+00  0.0000000e+00
-4.4628906e-01  0.0000000e+00  0.0000000e+00
-4.4531250e-01  0.0000000e+00  0.0000000e+00
-4.4433594e-01  0.0000000e+00  0.0000000e+00
-4.4335938e-01  0.0000000e+00  0.0000000e+00
-4.4238281e-01  0.0000000e+00  0.0000000e+00
-4.4140625e-01  0.0000000e+00  0.0000000e+00
-4.4042969e-01  0.0000000e+00  0.0000000e+00
-4.3945312e-01  0.0000000e+00  0.0000000e+00
-4.3847656e-01  0.0000000e+00  0.0000000e+00
-4.3750000e-01  0.0000000e+00  0.0000000e+00
-4.3652344e-01  0.0000000e+00  0.0000000e+00
-4.3554688e-01  0.0000000e+00  0.0000000e+00
-4.3457031e-01  0.0000000e+00  0.0000000e+00
-4.3359375e-01  0.0000000e+00  0.0000000e+00
-4.3261719e-01  0.0000000e+00  0.0000000e+00
-4.3164062e-01  0.0000000e+00  0.0000000e+00
-4.3066406e-01  0.0000000e+00  0.0000000e+00
-4.2968750e-01  0.0000000e+00  0.0000000e+00
-4.2871094e-01  0.0000000e+00  0.0000000e+00
-4.2773438e-01  0.0000000e+00  0.0000000e+00
-4.2675781e-01  0.0000000e+00  0.0000000e+00
-4.2578125e-01  1.2499861e-321  0.0000000e+00
-4.2480469e-01  3.4965026e-320  0.0000000e+00
-4.2382812e-01  1.0438075e-318  0.0000000e+00
-4.2285156e-01  3.0866578e-317  0.0000000e+00
-4.2187500e-01  9.0558190e-316  0.0000000e+00
-4.2089844e-01  2.6361805e-314  0.0000000e+00
-4.1992188e-01  7.6142938e-313  0.0000000e+00
-4.1894531e-01  2.1821831e-311  0.0000000e+00
-4.1796875e-01  6.2052578e-310  0.0000000e+00
-4.1699219e-01  1.7507960e-308  0.0000000e+00
-4.1601562e-01  4.9013795e-307  0.0000000e+00
-4.1503906e-01  1.3614703e-305  0.0000000e+00
-4.1406250e-01  3.7523654e-304  0.0000000e+00
-4.1308594e-01  1.0261459e-302  0.0000000e+00
-4.1210938e-01  2.7843268e-301  0.0000000e+00
-4.1113281e-01  7.4961517e-300  0.0000000e+00
-4.1015625e-01  2.0024589e-298  0.0000000e+00
-4.0917969e-01  5.3075722e-297  0.0000000e+00
-4.0820312e-01  1.3958389e-295  0.0000000e+00
-4.0722656e-01  3.6423506e-294  0.0000000e+00
-4.0625000e-01  9.4305120e-293  0.0000000e+00
-4.0527344e-01  2.4226790e-291  0.0000000e+00
-4.0429688e-01  6.1753781e-290  0.0000000e+00
-4.0332031e-01  1.5618463e-288  0.0000000e+00
-4.0234375e-01  3.9194049e-287  0.0000000e+00
-4.0136719e-01  9.7590834e-286  0.0000000e+00
-4.0039062e-01  2.4110433e-284  0.0000000e+00
-3.9941406e-01  5.9102800e-283  0.0000000e+00
-3.9843750e-01  1.4375342e-281  0.0000000e+00
-3.9746094e-01  3.4692483e-280  0.0000000e+00
-3.9648438e-01  8.3072953e-279  0.0000000e+00
-3.9550781e-01  1.9737448e-277  0.0000000e+00
-3.9453125e-01  4.6529611e-276  0.0000000e+00
-3.9355469e-01  1.0883659e-274  0.0000000e+00
-3.9257812e-01  2.5259659e-273  0.0000000e+00
-3.9160156e-01  5.8168402e-272  0.0000000e+00
-3.9062500e-01  1.3290883e-270  0.0000000e+00
-3.8964844e-01  3.0131978e-269  0.0000000e+00
-3.8867188e-01  6.7781084e-268  0.0000000e+00
-3.8769531e-01  1.5128520e-266  0.0000000e+00
-3.8671875e-01  3.3503599e-265  0.0000000e+00
-3.8574219e-01  7.3619618e-264  0.0000000e+00
-3.8476562e-01  1.6051023e-262  0.0000000e+00
-3.8378906e-01  3.4723138e-261  0.0000000e+00
-3.8281250e-01  7.4531914e-260  0.0000000e+00
